$465K  |  $165k ( -$9k ), -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,, -$9k ,23,31.8,,,,,,,,,8,6,-4,,4,-2,,,12,,,,,,,-1,
L. Vaalepu
MEL @ BRI | MID
$277K  |  $47k ( $31k ), $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,, $31k ,23,21.8,,,,,,,,,16,2,,,,,,,5,,,,,,,,
F. Baker
BRI v MEL | MID
$393K  |  $33k ( -$25k ), -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,, -$25k ,17,29.8,,,,,,,,,21,,-8,,,,,,4,,,,,,,,
B. Te Kura
BRI v MEL | MID
$265K  |  $35k ( -$1k ), -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,, -$1k ,9,21.7,,,,,,,,,11,,-2,,,,,,3,,,-2,,,,-1,
C. Oates
BRI v MEL | WFB
$230K  |  -$206k ( -$19k ), -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,, -$19k ,7,19.7,,,,,,,,,5,,-4,,,-4,,,9,,1,,,,,,